Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart No Cost EMI Sale in 2020! 374,2020-06-22 8:43:11,No Cost EMI Sale,2020,6047005.47,Fashion,22.13,12625,8235,7,Facebook,5292000,3.71,26.59,1.56,428896,Cash on Delivery,7.1,3.34,Washing Machine
Flipkart Summer Sale in 2020! 375,2020-09-25 18:24:40,Summer Sale,2020,5668558.99,Toys,63.14,24503,7003,7,Instagram,5085000,0.36,46.69,3.17,245714,UPI,9.54,3.68,Perfume
Flipkart Big Billion Days Sale in 2024! 376,2024-08-30 23:40:47,Big Billion Days Sale,2024,1625344.3,Home,50.81,17985,4189,6,Email,9288000,1.21,31.62,4.07,77509,Credit Card,5.23,4.93,Headphones
Flipkart Monsoon Sale in 2021! 377,2021-12-12 2:35:36,Monsoon Sale,2021,5812826.13,Toys,61.25,27893,8713,7,Email,6536000,2.18,20.59,0.71,664348,Credit Card,12.31,3.02,Books
Flipkart Big Billion Days Sale in 2025! 378,2025-04-06 20:15:31,Big Billion Days Sale,2025,9186141.87,Toys,25.37,38892,7572,2,Instagram,3943000,1.05,37.26,4.75,398202,Credit Card,4.25,4.19,Perfume
Flipkart Clearance Sale in 2022! 379,2022-07-03 2:12:36,Clearance Sale,2022,1481297.75,Beauty,58.73,30504,9350,3,Facebook,9341000,2.48,18.67,4.66,216920,Debit Card,10.07,3.89,Shoes
Flipkart GOAT Sale in 2021! 380,2021-05-11 23:08:24,GOAT Sale,2021,104283.19,Fashion,36.64,2646,8586,3,Twitter,6566000,0.92,39.04,1.96,485566,Wallet,8.75,3.79,Perfume
Flipkart Monsoon Sale in 2024! 381,2024-11-15 16:17:30,Monsoon Sale,2024,6156555.29,Electronics,41.26,40822,1952,7,Facebook,2331000,0.43,32.9,0.99,831252,Debit Card,3.26,4.89,Washing Machine
Flipkart Winter Sale in 2025! 382,2025-01-25 6:49:40,Winter Sale,2025,3299376.07,Beauty,58.21,2059,8219,1,Flipkart App,8392000,2.59,31.37,0.61,675331,UPI,12.6,2.56,Washing Machine
Flipkart Summer Sale in 2022! 383,2022-12-02 4:32:41,Summer Sale,2022,9369989.37,Home,5.17,27434,2217,5,Email,6545000,2.35,27.06,3.81,585563,Wallet,4.7,3.23,Washing Machine
Flipkart Flash Sale in 2021! 384,2021-07-17 11:34:49,Flash Sale,2021,9420166.27,Toys,19.31,5317,8161,2,Facebook,6807000,1.29,10.86,2.42,93712,Cash on Delivery,10.19,3.56,Books
Flipkart Big Billion Days Sale in 2020! 385,2020-03-01 7:33:03,Big Billion Days Sale,2020,9416328.37,Electronics,24.83,47557,5172,2,Flipkart App,9421000,4.48,57.69,4.02,915504,Credit Card,5.27,4.09,Smartphone
Flipkart Summer Sale in 2023! 386,2023-04-11 9:15:46,Summer Sale,2023,6421781.34,Books,38.96,21030,3003,5,Email,2698000,4.07,21.09,1.28,208268,Cash on Delivery,7.47,3.06,Perfume
Flipkart Big Billion Days Sale in 2024! 387,2024-08-14 1:22:02,Big Billion Days Sale,2024,617326.84,Electronics,60.68,8293,7099,6,Instagram,6372000,4.81,12.29,2.28,960224,Cash on Delivery,5.28,4.81,Headphones
Flipkart Monsoon Sale in 2024! 388,2024-06-10 23:25:04,Monsoon Sale,2024,2885912.89,Groceries,14.48,31523,4819,2,Instagram,9303000,4.09,64.4,0.6,437243,Credit Card,7.13,4.09,Books
Flipkart Festive Sale in 2021! 389,2021-11-23 14:46:14,Festive Sale,2021,1901521.25,Books,67.55,28337,5131,6,Twitter,6844000,3.13,62.76,4.89,450959,Wallet,13.26,2.92,Washing Machine
Flipkart GOAT Sale in 2025! 390,2025-09-19 5:22:00,GOAT Sale,2025,2389293.49,Toys,33.78,2348,400,5,Flipkart App,2453000,1.73,65.75,4.19,333893,UPI,5.12,4.95,Shoes
Flipkart Monsoon Sale in 2024! 391,2024-05-12 15:34:37,Monsoon Sale,2024,3860496.57,Beauty,51.77,2758,6113,4,Instagram,3313000,1.48,65.13,1.79,788699,Credit Card,11.26,3.51,Shoes
Flipkart Deal of the Day in 2020! 392,2020-09-29 23:23:35,Deal of the Day,2020,8438908.31,Sports,7.29,31334,3774,7,Flipkart App,6607000,3.05,48.86,4.52,592871,Credit Card,9.62,3.4,Books
Flipkart Clearance Sale in 2020! 393,2020-01-06 15:11:19,Clearance Sale,2020,125242.91,Fashion,18.97,41186,5936,7,Facebook,4362000,2.55,11.04,4.43,474338,UPI,8.53,2.68,Books
Flipkart Summer Sale in 2025! 394,2025-09-22 5:00:08,Summer Sale,2025,375888.78,Toys,43.17,17309,7773,3,Flipkart App,4904000,0.93,72.71,1.9,740517,Cash on Delivery,6.25,3.71,Perfume
Flipkart Clearance Sale in 2024! 395,2024-03-29 6:04:51,Clearance Sale,2024,5222284.98,Toys,67.27,7266,9550,4,Instagram,7159000,0.43,40.15,4.51,530069,Cash on Delivery,1.1,3,Toys
Flipkart No Cost EMI Sale in 2021! 396,2021-11-24 17:01:03,No Cost EMI Sale,2021,2965341.41,Fashion,18.76,45928,8952,2,Instagram,1509000,3.08,54.95,3.9,586231,Credit Card,12.64,4.54,Smartphone
Flipkart Winter Sale in 2020! 397,2020-07-25 5:32:44,Winter Sale,2020,3976162.35,Home,48.26,19384,4485,4,Twitter,7464000,2.56,43.67,1.15,260824,UPI,14.32,4.63,Perfume
Flipkart Clearance Sale in 2022! 398,2022-04-03 11:58:55,Clearance Sale,2022,7551192.96,Toys,58.26,25152,4666,2,Email,5470000,1.33,47.02,2.32,723743,Debit Card,14.1,2.55,Books
Flipkart No Cost EMI Sale in 2020! 399,2020-10-08 14:29:26,No Cost EMI Sale,2020,6944980.49,Groceries,49.22,13209,4134,2,Instagram,1427000,0.79,60,0.7,600600,Credit Card,11.14,3.14,Smartphone
Flipkart GOAT Sale in 2024! 400,2024-12-19 10:30:43,GOAT Sale,2024,4204894.99,Sports,48.04,15956,1341,6,Facebook,3675000,3.77,77.58,1.21,40387,Wallet,8.37,3.88,Perfume
Flipkart Flash Sale in 2024! 401,2024-03-13 16:59:24,Flash Sale,2024,8674272.67,Books,18.4,8786,4152,1,Facebook,1674000,1.22,73.1,3.89,801673,Wallet,12.32,4.08,Smartphone
Flipkart Flash Sale in 2020! 402,2020-05-09 0:05:40,Flash Sale,2020,9792944.18,Fashion,37.76,16837,7880,7,Twitter,1927000,1.76,58.78,3.23,141354,Cash on Delivery,5.47,3,Washing Machine
Flipkart Clearance Sale in 2020! 403,2020-07-20 4:50:58,Clearance Sale,2020,430716.31,Beauty,19.65,28924,1251,5,Email,9050000,1.33,32.3,4.87,879161,Debit Card,9.62,5,Books
Flipkart Clearance Sale in 2025! 404,2025-06-04 19:52:33,Clearance Sale,2025,6079036.96,Electronics,41.88,18083,7864,3,Flipkart App,9223000,0.81,41.19,3.72,432235,Wallet,2.12,4.23,Laptop
Flipkart Deal of the Day in 2022! 405,2022-06-20 11:47:29,Deal of the Day,2022,8474076.64,Beauty,49.27,43385,8504,3,Flipkart App,2801000,4.88,75.74,4.97,47169,Wallet,5.55,3.47,Laptop
Flipkart Monsoon Sale in 2025! 406,2025-11-06 4:28:55,Monsoon Sale,2025,1427341.9,Books,57.37,39597,5654,5,Instagram,2963000,4.42,54.78,1.19,799032,UPI,4.45,2.98,Washing Machine
Flipkart Clearance Sale in 2020! 407,2020-04-27 5:30:54,Clearance Sale,2020,3764434.81,Toys,42.42,25102,9728,6,Twitter,2809000,0.26,74.61,3.4,518495,Credit Card,2.73,4.2,Smartphone
Flipkart GOAT Sale in 2021! 408,2021-10-28 8:24:29,GOAT Sale,2021,5515442.39,Books,20.73,14401,1000,7,Twitter,1792000,4.68,33.75,2.05,354846,UPI,7.37,4.29,Shoes
Flipkart Summer Sale in 2021! 409,2021-11-17 1:50:04,Summer Sale,2021,8850094.15,Groceries,27.22,24735,7671,6,Facebook,5425000,2.03,65.16,4.15,862643,UPI,2.08,4.31,Laptop
Flipkart Winter Sale in 2021! 410,2021-08-29 14:31:27,Winter Sale,2021,2816986.16,Toys,54.06,17050,3477,2,Instagram,4679000,1.76,58.91,3.4,578561,Credit Card,12.89,4.45,Smartphone
Flipkart Clearance Sale in 2021! 411,2021-07-16 20:58:04,Clearance Sale,2021,9399854.7,Home,55.53,3389,437,7,Instagram,1696000,2.74,15.2,3.01,241130,Credit Card,13.78,2.53,Smartphone
Flipkart Monsoon Sale in 2021! 412,2021-03-23 18:41:08,Monsoon Sale,2021,5749940.06,Books,50.95,39926,9410,6,Facebook,3174000,0.7,57.63,2.98,27644,Credit Card,5.14,4.69,Laptop
Flipkart GOAT Sale in 2020! 413,2020-04-27 13:10:17,GOAT Sale,2020,3791490.21,Toys,37.57,1210,1028,3,Instagram,7130000,1.37,74.6,3.62,773193,Debit Card,2.88,4.81,Perfume
Flipkart Summer Sale in 2021! 414,2021-09-03 16:13:20,Summer Sale,2021,8904828.07,Books,65.4,22745,5933,4,Facebook,5260000,1.26,56.43,2.83,951921,Cash on Delivery,3.33,4.57,Smartphone
Flipkart Summer Sale in 2025! 415,2025-07-23 9:18:22,Summer Sale,2025,7264068.18,Electronics,67.35,12720,7473,3,Twitter,4863000,1.85,65.01,1.97,888320,UPI,6.81,3.48,Smartphone
Flipkart Deal of the Day in 2023! 416,2023-12-09 8:39:07,Deal of the Day,2023,6685310.54,Books,68.69,24241,1906,7,Flipkart App,5827000,3.68,49.94,1.71,52967,Wallet,10.46,2.92,Washing Machine
Flipkart GOAT Sale in 2025! 417,2025-06-08 18:12:56,GOAT Sale,2025,7433933.47,Fashion,8,28462,290,2,Flipkart App,6770000,1.35,18.48,2.95,881498,UPI,7.18,3.38,Headphones
Flipkart Big Billion Days Sale in 2025! 418,2025-04-04 10:57:11,Big Billion Days Sale,2025,5169410.78,Toys,51.14,28197,5994,1,Twitter,6372000,0.41,60.89,0.94,909256,Cash on Delivery,14.53,3.25,Books
Flipkart Clearance Sale in 2024! 419,2024-12-16 12:49:55,Clearance Sale,2024,1660144.45,Groceries,30.54,7660,4940,6,Facebook,9972000,2.45,26.25,2.46,649715,Cash on Delivery,11.24,4.27,Laptop
Flipkart Winter Sale in 2023! 420,2023-03-26 11:37:28,Winter Sale,2023,3375518.27,Groceries,10.75,34035,9050,2,Flipkart App,5035000,1.39,47.81,2.78,470827,Debit Card,3.02,3.31,Laptop
Flipkart Winter Sale in 2021! 421,2021-03-22 7:00:16,Winter Sale,2021,8874373.16,Fashion,33.1,2138,1404,3,Flipkart App,9647000,2.72,52.74,1.74,556838,Debit Card,12.88,3.83,Headphones
Flipkart Flash Sale in 2024! 422,2024-05-23 18:10:41,Flash Sale,2024,684806.45,Fashion,8.34,49499,9179,1,Email,9464000,0.89,74.04,3.61,778567,UPI,11.27,4.53,Shoes
Flipkart Flash Sale in 2024! 423,2024-07-14 11:32:49,Flash Sale,2024,2152154.13,Sports,16.47,41612,9682,3,Twitter,1962000,1.42,68.82,4.54,816907,Wallet,10.13,3.1,Smartphone
Flipkart Flash Sale in 2020! 424,2020-09-03 6:46:24,Flash Sale,2020,3457038.89,Electronics,54.47,44578,1603,6,Instagram,1377000,3.7,22.18,0.77,251363,Credit Card,9.24,2.69,Toys
Flipkart No Cost EMI Sale in 2021! 425,2021-10-13 18:47:56,No Cost EMI Sale,2021,1049299.8,Groceries,55.47,38206,8273,6,Flipkart App,6529000,4.35,76.75,0.52,17969,Cash on Delivery,3.61,4.49,Perfume
Flipkart Clearance Sale in 2022! 426,2022-02-28 16:08:33,Clearance Sale,2022,4708675.84,Groceries,33.08,8952,2005,1,Email,1084000,3.07,79.98,4.63,53538,Wallet,12.24,4.5,Books
Flipkart GOAT Sale in 2025! 427,2025-09-11 3:51:40,GOAT Sale,2025,8220192.84,Electronics,41.4,42993,5370,5,Flipkart App,542000,2,43.59,3.79,285119,Credit Card,10.19,3.42,Smartphone
Flipkart Festive Sale in 2022! 428,2022-11-25 0:23:06,Festive Sale,2022,7572996.42,Beauty,40.6,43485,9242,4,Email,6695000,2.75,59.64,3.04,994773,UPI,10.72,4.2,Perfume
Flipkart Summer Sale in 2024! 429,2024-05-25 23:21:46,Summer Sale,2024,7680267.34,Toys,52.24,40457,7146,2,Twitter,4684000,0.74,22.44,3.33,18808,Wallet,7.27,4.65,Laptop
Flipkart Festive Sale in 2025! 430,2025-01-27 9:07:39,Festive Sale,2025,307728.56,Toys,9.38,35186,2732,4,Instagram,3809000,0.76,54.76,0.86,692590,Debit Card,3.5,4.31,Shoes
Flipkart Monsoon Sale in 2023! 431,2023-05-13 8:30:02,Monsoon Sale,2023,624290.44,Fashion,61.8,45828,3804,4,Flipkart App,6714000,4.54,28.65,3.19,373502,UPI,13.69,2.86,Washing Machine
Flipkart Deal of the Day in 2025! 432,2025-05-18 15:58:36,Deal of the Day,2025,4106378.47,Fashion,14.67,10855,3347,3,Instagram,7358000,3.53,34.03,2.51,690171,Cash on Delivery,5.91,3.24,Washing Machine
Flipkart Monsoon Sale in 2024! 433,2024-01-09 0:50:37,Monsoon Sale,2024,4275605.51,Beauty,28.6,37838,5101,4,Flipkart App,1343000,2.81,31.78,4.98,38286,Debit Card,10.05,4.2,Smartphone
Flipkart Flash Sale in 2024! 434,2024-05-31 7:58:41,Flash Sale,2024,8891479.1,Electronics,18.82,26743,4834,7,Flipkart App,2090000,3.4,15.26,3.8,648212,Debit Card,10.08,4.02,Headphones
Flipkart Winter Sale in 2024! 435,2024-11-13 17:08:55,Winter Sale,2024,2793837.58,Electronics,10.34,1118,8129,6,Facebook,4777000,3,77.22,3.77,98375,Wallet,10.26,4.65,Laptop
Flipkart Deal of the Day in 2020! 436,2020-10-04 15:24:40,Deal of the Day,2020,6216969.09,Groceries,28.54,7135,7947,5,Email,5262000,0.7,76.78,2.42,571798,Credit Card,14.28,3.48,Laptop
Flipkart Big Billion Days Sale in 2022! 437,2022-04-08 13:47:37,Big Billion Days Sale,2022,9827715.13,Groceries,65.85,5206,8790,5,Facebook,2631000,4.01,36.61,0.68,591600,Cash on Delivery,13.99,4,Shoes
Flipkart No Cost EMI Sale in 2022! 438,2022-06-23 11:14:27,No Cost EMI Sale,2022,3420530.63,Electronics,56.13,21763,6698,4,Instagram,3702000,0.81,32.29,0.7,645833,Debit Card,10.17,4.74,Shoes
Flipkart Monsoon Sale in 2022! 439,2022-03-11 12:56:15,Monsoon Sale,2022,7598824.91,Fashion,7.64,13693,782,2,Flipkart App,8785000,4.66,57.34,3.99,547589,Debit Card,8.6,2.74,Perfume
Flipkart Festive Sale in 2023! 440,2023-10-02 7:21:12,Festive Sale,2023,8288564.97,Books,22.93,17207,6401,4,Facebook,5797000,2.66,20.7,4.35,161278,Wallet,10.03,4.9,Books
Flipkart GOAT Sale in 2020! 441,2020-08-20 5:41:14,GOAT Sale,2020,6120135.16,Beauty,20.95,40811,4532,3,Flipkart App,2231000,3.31,44.08,4.2,847840,UPI,14.26,4.86,Toys
Flipkart No Cost EMI Sale in 2021! 442,2021-07-22 14:15:49,No Cost EMI Sale,2021,8765798.1,Electronics,14.78,11100,6036,5,Email,1563000,3.74,70.95,4.89,691492,UPI,11.63,4.78,Shoes
Flipkart Festive Sale in 2021! 443,2021-06-29 12:33:43,Festive Sale,2021,7801783.22,Beauty,35,18784,8665,3,Instagram,4059000,4.26,27.06,2.21,939855,UPI,13.63,4.42,Books
Flipkart Clearance Sale in 2024! 444,2024-05-20 21:41:13,Clearance Sale,2024,5185784.19,Sports,34.07,12533,3048,3,Facebook,7187000,3.42,52.04,4.37,26413,Cash on Delivery,7.24,2.88,Smartphone
Flipkart Summer Sale in 2020! 445,2020-09-20 8:59:47,Summer Sale,2020,1380854.17,Fashion,20.39,42831,254,7,Flipkart App,4093000,4.65,50.04,1.19,621391,Debit Card,10.58,2.64,Toys
Flipkart Winter Sale in 2020! 446,2020-06-02 0:24:29,Winter Sale,2020,2387335.9,Electronics,54.57,4255,1728,2,Facebook,9894000,4.04,46.87,3.13,200130,Wallet,10.85,4.56,Headphones
Flipkart Flash Sale in 2021! 447,2021-06-21 8:45:32,Flash Sale,2021,9259387.42,Groceries,9.54,2031,2554,4,Flipkart App,8518000,1.03,73.3,3.6,510450,Credit Card,5.93,3.84,Books
Flipkart Deal of the Day in 2025! 448,2025-03-30 17:26:15,Deal of the Day,2025,3938899.38,Books,26.8,45525,288,3,Flipkart App,5493000,0.18,54.45,3.53,956235,Wallet,6.73,3.85,Laptop
Flipkart Deal of the Day in 2023! 449,2023-02-11 23:51:58,Deal of the Day,2023,7304495.98,Toys,20.3,19653,7430,7,Facebook,6720000,2.69,62.86,1.76,690454,Wallet,5.22,4.64,Shoes
Flipkart Deal of the Day in 2020! 450,2020-05-13 13:56:10,Deal of the Day,2020,3162809.64,Books,53.63,29046,6691,6,Email,9050000,3.04,48.15,1.28,629422,Credit Card,13.97,2.84,Smartphone
Flipkart Big Billion Days Sale in 2021! 451,2021-02-24 19:52:14,Big Billion Days Sale,2021,7565536.17,Sports,65.92,5176,4264,5,Flipkart App,5521000,2.39,27.86,0.58,363067,Debit Card,9.25,2.54,Laptop
Flipkart No Cost EMI Sale in 2025! 452,2025-05-25 9:01:04,No Cost EMI Sale,2025,1304119.78,Electronics,64.63,15582,5025,3,Email,7454000,4.57,21.91,1.26,346044,Wallet,5.22,4.72,Headphones
Flipkart Monsoon Sale in 2024! 453,2024-02-15 22:53:03,Monsoon Sale,2024,4713893.77,Fashion,32.26,31302,6143,3,Email,6244000,0.82,38.31,3.45,296352,Credit Card,6.26,4.59,Shoes
Flipkart Deal of the Day in 2023! 454,2023-05-11 12:56:52,Deal of the Day,2023,9378624.29,Books,23.66,14775,8740,4,Instagram,1319000,0.71,57.88,4.41,561032,Cash on Delivery,8.33,4.79,Laptop
Flipkart Deal of the Day in 2022! 455,2022-10-30 10:24:59,Deal of the Day,2022,1522609.7,Books,29.66,22869,9228,7,Email,7465000,1.07,56.21,4.58,220551,UPI,6.75,4.41,Laptop
Flipkart Summer Sale in 2022! 456,2022-03-27 21:42:38,Summer Sale,2022,6598667.63,Fashion,37.52,35302,7729,4,Flipkart App,7680000,2.26,25.05,4.4,276244,Credit Card,12.28,4.6,Perfume
Flipkart Big Billion Days Sale in 2022! 457,2022-06-12 20:18:59,Big Billion Days Sale,2022,9061446.29,Groceries,51.78,2356,4482,7,Flipkart App,5844000,4.93,37.34,3.47,765174,Wallet,14.9,4.11,Shoes
Flipkart No Cost EMI Sale in 2024! 458,2024-10-30 19:04:57,No Cost EMI Sale,2024,7648092.25,Sports,47.76,44480,854,1,Twitter,5754000,4.39,20.84,1.75,746144,Wallet,8.75,3.13,Perfume
Flipkart Big Billion Days Sale in 2021! 459,2021-04-04 23:11:42,Big Billion Days Sale,2021,6212419,Electronics,50.54,26025,3690,4,Instagram,9630000,1.07,25.58,1.27,123229,Debit Card,13.65,4.46,Perfume
Flipkart No Cost EMI Sale in 2022! 460,2022-09-14 5:26:34,No Cost EMI Sale,2022,8772331.87,Sports,59.62,20048,1662,1,Facebook,2029000,3.07,10.16,0.76,217971,Wallet,6.61,4.08,Perfume
Flipkart Festive Sale in 2024! 461,2024-01-05 19:00:54,Festive Sale,2024,1203393.8,Groceries,27.27,39294,7889,1,Email,3525000,2.59,72.6,1.88,532755,Cash on Delivery,6.75,3.36,Books
Flipkart Big Billion Days Sale in 2024! 462,2024-12-30 7:02:00,Big Billion Days Sale,2024,8598960.26,Books,27.51,26670,5294,6,Flipkart App,7507000,3.84,42.95,4.91,193150,UPI,8.01,4.42,Perfume
Flipkart Monsoon Sale in 2025! 463,2025-04-06 4:39:07,Monsoon Sale,2025,8096036.34,Toys,48,13225,396,7,Email,1366000,2.88,30.47,0.66,212921,Cash on Delivery,12.25,3.82,Washing Machine
Flipkart Festive Sale in 2024! 464,2024-11-04 23:59:11,Festive Sale,2024,2363859.44,Beauty,65.71,49075,2613,4,Flipkart App,2076000,0.88,63.3,3.87,91122,Wallet,1.24,4.24,Laptop
Flipkart Clearance Sale in 2023! 465,2023-04-19 1:01:46,Clearance Sale,2023,2801120.31,Beauty,49.54,31022,9182,4,Twitter,2739000,4.92,52.63,4.03,426943,Credit Card,14.81,4.74,Headphones
Flipkart Big Billion Days Sale in 2024! 466,2024-04-11 12:07:48,Big Billion Days Sale,2024,3741782.07,Beauty,36.64,37670,4548,5,Email,5358000,3.54,61.3,3.57,591505,UPI,11.77,4.5,Headphones
Flipkart Summer Sale in 2023! 467,2023-01-02 8:25:35,Summer Sale,2023,2430266.56,Sports,16.17,44763,1236,6,Flipkart App,4483000,2.44,76.91,1.64,18701,Wallet,3.04,2.79,Laptop
Flipkart No Cost EMI Sale in 2021! 468,2021-01-29 13:51:54,No Cost EMI Sale,2021,7450220.46,Electronics,67.02,38123,4587,1,Email,9243000,1.15,16.73,3.01,986332,Debit Card,10.31,4.16,Washing Machine
Flipkart Winter Sale in 2021! 469,2021-09-27 14:59:28,Winter Sale,2021,9000470.39,Beauty,30.53,17091,4881,3,Email,6153000,1.21,41.05,2.3,884764,Wallet,13.34,4.86,Washing Machine
Flipkart GOAT Sale in 2021! 470,2021-08-29 12:51:43,GOAT Sale,2021,9833493.54,Groceries,48.7,31901,8584,3,Instagram,7637000,3.94,54.13,2.5,552187,Wallet,9,4.97,Shoes
Flipkart Deal of the Day in 2022! 471,2022-10-31 3:37:56,Deal of the Day,2022,7023705.43,Sports,6.09,1959,8417,2,Flipkart App,1065000,2.83,15.99,0.83,550055,Wallet,2.48,4.31,Perfume
Flipkart Festive Sale in 2025! 472,2025-03-24 0:48:15,Festive Sale,2025,1292217.86,Home,54.65,25861,2142,2,Instagram,1006000,1.05,59.56,1.39,534696,Cash on Delivery,13.95,3.15,Shoes
Flipkart Flash Sale in 2024! 473,2024-01-14 11:16:31,Flash Sale,2024,7041244.54,Electronics,46.25,31290,7394,5,Instagram,2459000,2.7,26.89,3.25,350170,UPI,3.62,4.95,Toys
Flipkart Monsoon Sale in 2021! 474,2021-10-09 4:13:36,Monsoon Sale,2021,560960.01,Sports,46.38,14047,3643,1,Flipkart App,5271000,3.39,73.01,4.86,29686,Debit Card,14.49,3.22,Toys
Flipkart Clearance Sale in 2023! 475,2023-05-26 6:12:23,Clearance Sale,2023,9838365.44,Sports,54.89,14113,8952,5,Flipkart App,8970000,4.78,74.38,1.66,229156,Wallet,2.51,3.53,Shoes
Flipkart Deal of the Day in 2024! 476,2024-11-16 22:13:54,Deal of the Day,2024,8919814.97,Toys,40.16,22176,7941,1,Flipkart App,2216000,3.1,57.17,2.9,323378,UPI,3.29,2.52,Headphones
Flipkart Monsoon Sale in 2025! 477,2025-10-07 12:24:52,Monsoon Sale,2025,5152277.23,Toys,50.22,13283,3773,3,Twitter,9930000,1.14,41.77,2.03,902198,Debit Card,12.35,2.59,Toys
Flipkart No Cost EMI Sale in 2022! 478,2022-06-20 7:19:10,No Cost EMI Sale,2022,1835830.92,Beauty,30.52,10098,4794,6,Facebook,6090000,1.14,79.75,2.71,974603,Debit Card,2.51,3.7,Washing Machine
Flipkart No Cost EMI Sale in 2021! 479,2021-01-24 20:44:26,No Cost EMI Sale,2021,6678560.4,Groceries,66.6,1451,8259,3,Instagram,7527000,2.53,39.75,2.04,849410,Wallet,4.77,2.67,Shoes
Flipkart Flash Sale in 2023! 480,2023-07-08 6:17:38,Flash Sale,2023,567541.13,Toys,5.85,35973,5078,4,Instagram,4708000,4.57,44.75,2.39,548018,UPI,11.64,4.53,Laptop
Flipkart Clearance Sale in 2020! 481,2020-07-11 19:44:12,Clearance Sale,2020,6068175.64,Sports,53.32,26011,2238,4,Flipkart App,8923000,2.81,14.93,2.69,822696,Cash on Delivery,7.11,3.24,Washing Machine
Flipkart Big Billion Days Sale in 2023! 482,2023-01-14 16:56:41,Big Billion Days Sale,2023,5751214.39,Electronics,6.26,8015,6044,6,Flipkart App,2589000,4.46,44.59,3.28,296984,Debit Card,1.19,3.25,Smartphone
Flipkart GOAT Sale in 2020! 483,2020-09-03 12:39:43,GOAT Sale,2020,9043826.5,Electronics,52.28,3681,2975,6,Twitter,2978000,2.86,51.74,2.59,123086,Credit Card,1.77,2.69,Smartphone
Flipkart Festive Sale in 2024! 484,2024-03-30 13:48:16,Festive Sale,2024,1158819.95,Fashion,19.72,24060,2733,7,Flipkart App,6922000,4.57,78.6,2.04,775574,Wallet,8,2.6,Shoes
Flipkart Winter Sale in 2021! 485,2021-02-26 9:37:09,Winter Sale,2021,3869280.39,Fashion,28.76,33209,7580,2,Flipkart App,2836000,4.59,21.42,4.76,627955,Cash on Delivery,14.52,2.57,Smartphone
Flipkart Big Billion Days Sale in 2021! 486,2021-08-07 3:56:46,Big Billion Days Sale,2021,2013490.97,Beauty,30.24,36117,2014,2,Twitter,8478000,2.06,58.4,1.56,443515,Wallet,14.27,2.75,Laptop
Flipkart No Cost EMI Sale in 2025! 487,2025-02-20 21:33:52,No Cost EMI Sale,2025,841437.47,Electronics,51.06,28169,5799,1,Instagram,2448000,0.25,65.95,4.21,183286,Credit Card,2.86,3.6,Perfume
Flipkart Festive Sale in 2020! 488,2020-10-17 16:50:45,Festive Sale,2020,9846745.59,Toys,40.7,33630,2111,6,Facebook,8372000,1.24,22.5,2.48,696047,Debit Card,3.85,4.2,Perfume
Flipkart Festive Sale in 2025! 489,2025-07-10 23:32:25,Festive Sale,2025,1736596.99,Fashion,33.14,27609,2755,2,Email,8427000,2.22,78.18,3.57,812905,UPI,11.86,3.63,Perfume
Flipkart Monsoon Sale in 2023! 490,2023-12-06 9:26:47,Monsoon Sale,2023,1976506.41,Electronics,63.72,21057,7917,6,Instagram,6156000,4.4,62.37,3.29,857026,Credit Card,13.5,3.91,Washing Machine
Flipkart Flash Sale in 2024! 491,2024-10-20 8:24:29,Flash Sale,2024,9576576.83,Electronics,69.92,4993,6657,7,Instagram,5720000,0.37,31.19,0.79,560126,Cash on Delivery,11.39,4.09,Perfume
Flipkart GOAT Sale in 2020! 492,2020-11-20 20:22:58,GOAT Sale,2020,3039271.81,Toys,25.65,31135,1637,1,Flipkart App,9700000,2,60.14,1.87,95617,Debit Card,1.41,3.97,Perfume
Flipkart Summer Sale in 2024! 493,2024-12-07 2:55:17,Summer Sale,2024,2471802.02,Books,32.08,48852,1031,7,Twitter,3638000,2.55,32.13,3.22,130855,UPI,7.36,3.38,Shoes
Flipkart Summer Sale in 2024! 494,2024-01-05 20:43:58,Summer Sale,2024,4285512.47,Home,55.38,18359,8537,4,Flipkart App,3788000,2.27,75.22,2.49,682968,Cash on Delivery,2.66,4.9,Shoes
Flipkart Summer Sale in 2024! 495,2024-12-16 11:27:51,Summer Sale,2024,1834893,Home,41.35,5720,5615,3,Instagram,5613000,2.33,51.4,2.45,37752,Credit Card,1.47,2.97,Smartphone
