Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart GOAT Sale in 2022,03/01/2022,Clearance Sale,2022,903520.52,Sports,10.34,unknown,514,7,Facebook,3226000,1.82,24.82,2.73,150416,UPI,2.57,3.46,Washing Machine
Flipkart GOAT Sale in 2023,04/08/2023,Big Billion Days Sale,2023,,fashon,69.46,unknown,812,6,flipkart,802000,3.76,34.39,4.2,210458,Cash on Delivery,14.82,3.43,Washing Machine
Flipkart Festive Sale in 2022,10/07/2022,No Cost EMI Sale,2022,9410915.29,Electronics,68.6,unknown,6874,4,Facebook,7279000,0.73,53.16,1.55,668935,UPI,6.85,4.85,book
Flipkart Summer Sale in 2024,16/12/2024,Festive Sale,2024,4183081.91,electrnics,,33410,1448,6,Instagram,8827000,3.29,52.72,3.76,795862,Cash on Delivery,10.53,4.01,Books
Flipkart Monsoon Sale in 2025,27/01/2025,No Cost EMI Sale,2025,3884325.45,Beauty,61.26,37682,9160,6,Whatsapp,7303000,1.28,30.1,2.81,88448,Cash on Delivery,6.19,4.76,Headphones
Flipkart Flash Sale in 2024,23/08/2024,Summer Sale,2024,767064.03,Fashion,N/A,unknown,6265,7,FACEBOOK,3004000,4.67,37.22,0.81,449117,paytm,6.37,3.33,Toyz
Flipkart No Cost EMI Sale in 2025,30/09/2025,Clearance Sale,2025,1043423.41,fashon,N/A,unknown,5205,1,Flipkart App,7764000,0.84,47,3.68,859511,Debit Card,4.48,3.57,Perfume
Flipkart Big Billion Days Sale in 2020,09/09/2020,Summer Sale,2020,,fashon,,1437,6298,7,FACEBOOK,4189000,2.23,37.08,1.48,110510,Debit Card,7.59,2.87,Smartphone
Flipkart Flash Sale in 2020,12/08/2020,Deal of the Day,2020,2063553.73,Electronics,,unknown,1974,5,FACEBOOK,7475000,4.47,22.6,0.85,142816,Wallet,11.78,4.66,Laptop
Flipkart Flash Sale in 2023,26/04/2023,,2023,4465165.06,Beauty,N/A,unknown,6643,3,Whatsapp,796000,1.31,41.79,1.18,21120,Cash on Delivery,6.61,3.05,Smartphone
Flipkart Festive Sale in 2020,07/09/2020,Clearance Sale,2020,7301589.67,Home,,48787,2895,3,Twitter,9991000,4.68,48.44,1.75,990072,UPI,5.23,4.37,Toys
Flipkart Festive Sale in 2022,24/10/2022,GOAT Sale,2022,4227346.11,Home,N/A,5303,265,1,Instagram,3223000,2.24,58.85,2.93,546502,paytm,6.33,2.8,smrtphone
Flipkart Festive Sale in 2020,10/04/2020,Flash Sale,2020,9145694.96,Toys,N/A,42544,5900,2,Flipkart App,1166000,3.45,30.85,3.41,92589,Credit Card,12.94,2.54,Headphones
Flipkart Festive Sale in 2023,04/03/2023,Summer Sale,2023,8736567.77,Books,N/A,11205,7160,2,Email,613000,0.69,42.03,4.33,414189,COD,1.45,3.7,Toyz
Flipkart Clearance Sale in 2025,17/03/2025,Flash Sale,2025,7803497.41,electrnics,,12234,6156,6,flipkart,9973000,0.26,58.95,1.56,653654,Wallet,5.31,3.08,Smartphone
Flipkart Summer Sale in 2024,2024-08-13,Festive Sale,2024,7964673.16,electrnics,32.37,unknown,5303,1,Instagram,1096000,1.59,21.9,1.52,286197,COD,5.67,4.07,Shoes
Flipkart Festive Sale in 2020,19/12/2020,Summer Sale,2020,4625624.22,Books,N/A,39693,1994,3,flipkart,5271000,3.66,36.42,1.5,621184,paytm,13.08,3.19,book
Flipkart Deal of the Day in 2021,02/04/2021,Festive Sale,2021,368594.84,,17.15,35060,3893,7,Twitter,8477000,3.42,75.32,4.77,281101,Wallet,9.12,3.71,Toyz
Flipkart Summer Sale in 2022,09/01/2022,No Cost EMI Sale,2022,3840165.9,Fashion,N/A,29694,4192,6,Facebook,9888000,1.24,21.41,3.64,759332,Credit Card,8.84,3.15,Smartphone
Flipkart Winter Sale in 2021,22/12/2021,GOAT Sale,2021,5082651.64,Books,,unknown,,1,Instagram,7209000,4.81,12.47,4.74,50880,COD,4.94,3.35,smrtphone
Flipkart Monsoon Sale in 2021,06/10/2021,No Cost EMI Sale,2021,9175910.56,Beauty,,unknown,1689,7,Facebook,3886000,3.91,50.64,4.97,65655,paytm,12.64,4.23,Books
Flipkart Winter Sale in 2024,09/02/2024,Clearance Sale,2024,471946.74,Books,,29932,385,1,Twitter,5201000,2.33,17.66,2.19,593666,Cash on Delivery,5,4.14,Toyz
Flipkart Deal of the Day in 2025,30/09/2025,Winter Sale,2025,985909.49,Electronics,,36885,5942,5,Facebook,9747000,1.95,65.91,3.18,737689,paytm,5.61,3.29,smrtphone
Flipkart Big Billion Days Sale in 2020,14/05/2020,Flash Sale,2020,1380176.06,,58.81,unknown,9404,1,Email,5041000,1.83,70.45,3.91,590899,Credit Card,5.48,3.67,Books
Flipkart No Cost EMI Sale in 2022,12/02/2022,Summer Sale,2022,2052226.99,Toys,N/A,39886,7788,1,FACEBOOK,4956000,0.17,74,4.87,907370,UPI,9.89,3.22,Smartphone
Flipkart Clearance Sale in 2023,09/06/2023,Deal of the Day,2023,8248234.27,Electronics,N/A,23592,8279,3,Flipkart App,5342000,3.2,23.21,3.27,177042,Debit Card,14.78,4.34,Washing Machine
Flipkart Deal of the Day in 2020,28/05/2020,Deal of the Day,2020,9844309.81,Home,40.84,unknown,2431,3,Instagram,1503000,0.17,27.82,3.29,88238,UPI,9.85,4.74,Books
Flipkart Winter Sale in 2025,2025-09-09,Festive Sale,2025,1552015.02,Sports,N/A,unknown,8909,5,FACEBOOK,2209000,0.51,42.79,0.91,979958,paytm,6.52,4.98,Toyz
Flipkart Festive Sale in 2021,28/07/2021,Festive Sale,2021,1125115.17,Fashion,,unknown,3932,4,flipkart,689000,4.97,18.42,2.9,396544,UPI,14.46,4.06,Shoes
Flipkart GOAT Sale in 2023,22/11/2023,No Cost EMI Sale,2023,7496591.11,Beauty,48.99,unknown,7706,6,Facebook,735000,2.45,41.12,1.09,636724,UPI,1.5,2.97,smrtphone
Flipkart GOAT Sale in 2024,26/01/2024,Festive Sale,2024,9622825.46,Fashion,,23604,9416,4,Facebook,2881000,3.82,59.47,2.07,131684,Credit Card,10.35,4.25,Books
Flipkart No Cost EMI Sale in 2023,18/05/2023,GOAT Sale,2023,484751.08,electrnics,,35971,1803,4,flipkart,2446000,0.16,62.79,3.57,277036,Wallet,2.36,3.83,Smartphone
Flipkart Flash Sale in 2022,2022-06-09,Winter Sale,2022,3324482.45,fashon,,unknown,8963,6,Email,946000,3.54,10,2.47,390801,Debit Card,11.67,3.97,Perfume
Flipkart Festive Sale in 2023,12/06/2023,Monsoon Sale,2023,8250942.26,,,unknown,8870,4,Facebook,9452000,3.31,17.6,4.3,884389,Wallet,11.28,4.62,Books
Flipkart Monsoon Sale in 2023,18/06/2023,Big Billion Days Sale,2023,7023596.69,Fashion,,unknown,1612,2,Whatsapp,9453000,0.58,77.09,3.37,316745,Credit card,3.14,4.99,Books
Flipkart Winter Sale in 2021,29/12/2021,GOAT Sale,2021,4646462.04,Beauty,,unknown,1389,6,Instagram,4577000,0.65,77.61,3.91,557553,Debit Card,6.03,3.53,Laptop
Flipkart Winter Sale in 2021,19/10/2021,Winter Sale,,8174103.53,,N/A,unknown,4140,3,FACEBOOK,6621000,2.87,75.83,3.59,610255,Wallet,8.46,3.31,smrtphone
Flipkart Summer Sale in 2024,19/02/2024,Clearance Sale,2024,8750581.34,Electronics,N/A,unknown,8294,5,FACEBOOK,7972000,3.96,17.01,3.04,187883,Cash on Delivery,13.78,4.11,Toys
Flipkart Big Billion Days Sale in 2022,02/07/2022,No Cost EMI Sale,2022,4723798.93,electrnics,N/A,12366,9254,1,Facebook,7522000,1.7,73.52,4.72,605405,Wallet,,3.93,Perfume
Flipkart Flash Sale in 2022,13/10/2022,Big Billion Days Sale,2022,5128179.97,Toys,,unknown,6508,7,Flipkart App,3557000,0.56,12.1,2.98,338890,UPI,13.61,3.35,Perfume
Flipkart Flash Sale in 2025,20/04/2025,GOAT Sale,2025,7748699.3,Beauty,N/A,37479,5866,6,FACEBOOK,2441000,0.44,65.56,4.41,673415,Credit card,5.27,3.51,Toys
Flipkart Winter Sale in 2025,22/01/2025,Deal of the Day,2025,3435132.53,electrnics,43.1,unknown,6717,2,Twitter,4425000,2.11,20.3,0.77,443223,Credit Card,11.21,,Laptop
Flipkart Clearance Sale in 2022,30/12/2022,Big Billion Days Sale,2022,8994741.59,Electronics,,unknown,7804,4,Instagram,8429000,3.55,38.61,3.14,310747,Credit Card,9.23,4.37,Perfume
Flipkart GOAT Sale in 2022,20/03/2022,Festive Sale,2022,1531604.52,,N/A,48216,6158,7,Flipkart App,1141000,4.37,19.08,2.05,284049,Credit card,3.09,3.26,Perfume
Flipkart No Cost EMI Sale in 2025,12/02/2025,Clearance Sale,2025,3939382.96,Toys,20.26,35359,6046,1,FACEBOOK,1322000,0.43,59.17,2.24,116927,paytm,13.45,3.51,Books
Flipkart Big Billion Days Sale in 2025,20/06/2025,No Cost EMI Sale,2025,8961499.58,Books,N/A,unknown,5502,1,Flipkart App,3288000,2.95,38.92,3.11,295912,paytm,1.28,3.84,Toyz
Flipkart Monsoon Sale in 2021,03/05/2021,Clearance Sale,2021,,Groceries,,27368,3708,4,Flipkart App,8563000,5,41.57,2.21,846867,COD,12.07,4.06,Smartphone
Flipkart Winter Sale in 2025,27/08/2025,Deal of the Day,2025,4944799.48,Beauty,N/A,unknown,9477,1,Instagram,,1.41,38.09,4.98,404486,Credit card,5.14,2.71,
Flipkart Summer Sale in 2022,31/10/2022,Big Billion Days Sale,2022,9006744.07,Books,N/A,unknown,3118,5,Flipkart App,1910000,3.77,24.05,2.04,346045,COD,14.42,3.29,Smartphone
Flipkart Winter Sale in 2024,13/04/2024,Summer Sale,2024,3059894.82,fashon,20.73,34694,4715,3,Email,5417000,4.22,36.91,3.36,908674,paytm,9.59,4.17,Headphones
Flipkart Festive Sale in 2022,22/07/2022,Flash Sale,2022,3427555.38,Sports,,unknown,4723,2,Flipkart App,2966000,0.14,60.77,3.25,970923,Debit Card,1.14,3.4,Smartphone
Flipkart Clearance Sale in 2025,2025-04-14,Winter Sale,2025,,Fashion,22.76,33311,9674,3,Twitter,9736000,0.73,44.63,3.06,419860,Debit Card,13.52,3.9,smrtphone
Flipkart Monsoon Sale in 2025,28/11/2025,No Cost EMI Sale,2025,5898967.71,Home,,unknown,6915,7,Email,2244000,3.47,18.85,3.42,640172,Credit card,13.73,2.84,Books
Flipkart Monsoon Sale in 2024,13/07/2024,Monsoon Sale,2024,4667692.72,Home,10.08,unknown,3910,1,Email,6846000,4.67,68.11,4.23,618197,UPI,10.33,2.51,Perfume
Flipkart Monsoon Sale in 2025,06/08/2025,Summer Sale,2025,4706137.27,Beauty,,unknown,2581,1,Email,4342000,4.95,60.03,1.59,724569,Debit Card,9.33,3.68,Books
Flipkart No Cost EMI Sale in 2024,22/04/2024,Clearance Sale,2024,,fashon,,unknown,9487,4,FACEBOOK,4365000,0.72,47.9,2.67,746840,Credit Card,4.19,2.61,Toyz
Flipkart Winter Sale in 2023,24/02/2023,Winter Sale,2023,5432533.01,fashon,11.42,20926,9077,2,Twitter,1386000,1.32,25.48,3.91,747080,Debit Card,8.63,3.53,book
Flipkart Festive Sale in 2021,29/11/2021,Deal of the Day,2021,6410922.15,Home,52.37,unknown,9109,7,Whatsapp,4699000,1.23,15.99,3.61,606320,COD,2.75,2.74,Headphones
Flipkart Deal of the Day in 2025,09/04/2025,Clearance Sale,2025,3320471.36,Fashion,58.72,33341,2312,4,Flipkart App,4601000,3.32,20,2.81,279116,COD,13.85,3.85,Toyz
Flipkart Big Billion Days Sale in 2022,2022-10-26,Winter Sale,2022,4415728.97,Electronics,N/A,unknown,7224,1,Whatsapp,6113000,0.46,30.97,0.8,499926,Debit Card,11.61,3.68,Books
Flipkart No Cost EMI Sale in 2023,27/09/2023,No Cost EMI Sale,2023,5099699.04,,43.11,unknown,4812,3,Whatsapp,9240000,4.11,24.22,1.8,421939,Credit card,3.08,2.68,Toys
Flipkart Deal of the Day in 2020,14/05/2020,Summer Sale,2020,2165260.82,Electronics,30.22,unknown,7963,1,Facebook,9094000,1.68,11.04,3.06,436529,Credit card,14.78,3.94,smrtphone
Flipkart No Cost EMI Sale in 2020,02/04/2020,Clearance Sale,2020,475781.42,,,unknown,1802,7,Instagram,4289000,1.5,25.28,2.06,911604,Wallet,5.72,3.23,
Flipkart GOAT Sale in 2025,29/09/2025,Flash Sale,2025,6460294.36,Sports,N/A,35297,3822,2,Facebook,2341000,2.21,61.85,1.29,891914,Cash on Delivery,3.86,4.83,Washing Machine
Flipkart Festive Sale in 2021,11/12/2021,GOAT Sale,2021,9007901.93,Fashion,,unknown,1122,7,flipkart,4544000,2.19,59.71,2.96,593197,Credit card,10.64,3.18,book
Flipkart Big Billion Days Sale in 2022,08/07/2022,Monsoon Sale,2022,7854129.56,electrnics,N/A,21993,1687,7,flipkart,2001000,1.29,69.85,0.96,409683,Cash on Delivery,12.19,3.86,Toyz
Flipkart No Cost EMI Sale in 2020,12/06/2020,GOAT Sale,2020,319064.96,Toys,N/A,35841,3021,7,FACEBOOK,8295000,4.84,26.9,4.74,390888,UPI,12.14,3.78,
Flipkart Winter Sale in 2024,12/09/2024,No Cost EMI Sale,2024,3206996.96,Groceries,N/A,unknown,8478,7,Facebook,8264000,4.56,16.93,2.19,531571,UPI,11.06,4.63,Shoes
Flipkart Clearance Sale in 2024,2024-04-15,Big Billion Days Sale,2024,4060442.66,fashon,N/A,unknown,6584,5,Email,6028000,2.55,71.23,3,135496,UPI,11.16,2.82,smrtphone
Flipkart Clearance Sale in 2024,21/10/2024,Clearance Sale,2024,5210494.31,Sports,17.88,unknown,608,5,Email,4367000,0.91,39.59,2.86,887847,Credit Card,3.01,3.65,Toys
Flipkart No Cost EMI Sale in 2020,16/03/2020,GOAT Sale,2020,,,61.2,unknown,1428,5,Twitter,7378000,3.28,35.84,1.83,588922,Wallet,6.95,3.81,Toyz
Flipkart No Cost EMI Sale in 2020,25/03/2020,Big Billion Days Sale,2020,4574916.42,Sports,15.97,unknown,7473,3,flipkart,546000,2.93,52.67,2.9,861380,Debit Card,10.79,4.97,Washing Machine
Flipkart Monsoon Sale in 2023,01/04/2023,Big Billion Days Sale,2023,,Fashion,,unknown,7682,5,FACEBOOK,5082000,0.5,44.04,3.61,628101,Credit card,6.39,4.56,Toyz
Flipkart Deal of the Day in 2022,2022-09-11,Clearance Sale,2022,4186814.89,Groceries,62.45,39949,6203,3,Instagram,2165000,2.33,57.72,1.24,625591,Cash on Delivery,11.96,4.71,Perfume
Flipkart Festive Sale in 2022,2022-09-29,Summer Sale,2022,8136337.7,Fashion,24.89,unknown,9265,5,FACEBOOK,9215000,2.1,76.09,1.6,291132,paytm,1.23,4.88,Headphones
Flipkart Winter Sale in 2025,2025-08-15,GOAT Sale,2025,1692080.45,Electronics,N/A,38960,7328,6,Whatsapp,8113000,2.47,53.5,3.61,510182,Cash on Delivery,5.46,4.04,Smartphone
Flipkart Big Billion Days Sale in 2020,25/01/2020,Winter Sale,2020,5323003.2,Electronics,N/A,unknown,5159,7,Email,801000,4.49,69.65,2.36,609353,Debit Card,8.01,3.73,Toyz
Flipkart Big Billion Days Sale in 2025,19/11/2025,No Cost EMI Sale,2025,7132360.12,Beauty,51.88,unknown,110,7,Instagram,8089000,3.87,35.3,4.58,501960,Credit Card,6.22,4.31,Perfume
Flipkart Monsoon Sale in 2022,13/07/2022,GOAT Sale,2022,7762662.7,Fashion,,44423,2266,3,Email,4915000,0.66,21.96,0.73,698393,UPI,13.78,4.47,smrtphone
Flipkart Monsoon Sale in 2021,02/06/2021,No Cost EMI Sale,2021,6853334.57,Sports,54.79,47449,8865,7,Email,8990000,0.63,33.87,1.7,940190,Credit Card,8.18,4.17,smrtphone
Flipkart Winter Sale in 2024,20/09/2024,GOAT Sale,2024,3182977.4,Home,40.56,unknown,7014,4,FACEBOOK,2129000,3.62,15.06,1.89,893475,Debit Card,2.11,3.61,Toyz
Flipkart Deal of the Day in 2023,23/04/2023,,2023,5439470.52,Beauty,,29142,2622,3,flipkart,8760000,0.26,78.3,2.29,713731,Credit card,13.63,4.72,Washing Machine
Flipkart Deal of the Day in 2023,2023-01-19,Monsoon Sale,2023,812939.66,,60.47,28662,9107,7,flipkart,6690000,4.48,16.04,2.82,446150,Debit Card,5.43,3.77,Washing Machine
Flipkart No Cost EMI Sale in 2025,2025-12-15,Big Billion Days Sale,2025,9988654.9,Fashion,,unknown,3018,7,Instagram,8325000,1.27,68.45,3.37,381053,Credit card,14.77,2.75,Smartphone
Flipkart Deal of the Day in 2022,18/04/2022,Clearance Sale,2022,4892557.52,Sports,28.7,27750,3004,2,FACEBOOK,8688000,4.39,67.68,2.02,258442,Credit Card,6.46,4.89,Headphones
Flipkart Summer Sale in 2024,29/01/2024,Monsoon Sale,2024,3815762.94,Toys,,unknown,9573,7,flipkart,1707000,0.52,30.71,3.71,669336,Credit Card,5.96,3.75,Laptop
Flipkart GOAT Sale in 2024,26/04/2024,Deal of the Day,2024,3877220.44,Sports,N/A,unknown,2163,3,Facebook,1138000,4.17,59.28,3.59,628561,Wallet,14.41,3.55,Toyz
Flipkart Deal of the Day in 2020,24/02/2020,GOAT Sale,2020,6331585.94,Home,,unknown,1064,4,FACEBOOK,7665000,3.53,52.61,0.72,795382,UPI,5.27,4.54,Books
Flipkart Clearance Sale in 2025,30/09/2025,Flash Sale,2025,2261006.11,Sports,,unknown,4527,4,FACEBOOK,862000,4.76,77.53,0.85,353469,Debit Card,5.75,2.6,Shoes
Flipkart Clearance Sale in 2020,25/10/2020,Winter Sale,2020,,Sports,,26649,5170,7,Whatsapp,4065000,1.01,20.76,4.28,937032,Cash on Delivery,7.92,3.34,Shoes
Flipkart No Cost EMI Sale in 2023,12/12/2023,Festive Sale,2023,3691039.21,Electronics,N/A,unknown,350,4,FACEBOOK,7927000,4.09,56.65,1.87,358559,paytm,11.56,2.64,smrtphone
Flipkart Summer Sale in 2025,30/07/2025,Festive Sale,2025,7474553.14,Sports,N/A,36316,5093,5,flipkart,2453000,3.97,12.86,2.39,451609,Cash on Delivery,10.26,3.12,book
Flipkart Winter Sale in 2020,26/02/2020,Summer Sale,2020,3283306.57,Books,8.35,unknown,923,3,Facebook,2886000,0.86,18.95,1.62,927258,paytm,13.46,4.16,book
Flipkart Summer Sale in 2023,05/09/2023,Clearance Sale,2023,3592351.94,Fashion,N/A,6890,380,3,flipkart,7308000,4.61,56.87,5,817643,paytm,14.02,4.78,Perfume
Flipkart Winter Sale in 2022,01/10/2022,Monsoon Sale,2022,2446274.91,Sports,N/A,43969,240,6,Facebook,2756000,1.51,40.01,4.89,851356,Credit card,6.3,2.94,Smartphone
Flipkart No Cost EMI Sale in 2025,06/03/2025,No Cost EMI Sale,2025,1333873.71,Fashion,39.29,44846,6418,2,Email,9706000,4.77,29.35,1.62,358496,Credit card,10.52,4.89,Books
Flipkart Flash Sale in 2024,03/05/2024,GOAT Sale,2024,5881502.84,Fashion,N/A,40638,9435,6,flipkart,9734000,4.03,35.82,2.24,210445,Cash on Delivery,4.91,4.94,Shoes
Flipkart GOAT Sale in 2024,01/04/2024,Monsoon Sale,2024,4770568.29,Books,N/A,37038,3680,2,Email,835000,0.82,66.05,2.95,186992,Wallet,9.46,3.47,Washing Machine
Flipkart Flash Sale in 2025,30/06/2025,GOAT Sale,2025,1710298.5,Fashion,,unknown,6495,7,Facebook,6622000,2.62,18.77,2.84,948886,Credit card,6.33,4.19,Washing Machine
Flipkart Monsoon Sale in 2022,26/02/2022,Winter Sale,2022,7371858.05,Sports,N/A,unknown,3887,2,Twitter,8878000,2.97,68.58,2.69,66130,Debit Card,6.02,4.43,Headphones
Flipkart Clearance Sale in 2023,12/08/2023,Festive Sale,2023,5743380.85,Home,,1926,5610,3,FACEBOOK,6168000,2.88,56.1,3.86,436141,UPI,9.77,3.24,Toys
Flipkart Monsoon Sale in 2023,15/04/2023,Winter Sale,2023,2069450.98,Beauty,59.9,unknown,4851,4,flipkart,755000,2.33,43.63,1.75,598309,Debit Card,14.56,2.83,Toys
Flipkart Winter Sale in 2023,04/06/2023,Summer Sale,2023,3630844.1,electrnics,14.34,48973,7433,6,Flipkart App,4019000,2.87,33.26,1.55,890484,paytm,9.96,4.9,Toyz
Flipkart Festive Sale in 2024,06/05/2024,Summer Sale,2024,194408.39,Books,5.7,37011,2176,4,Whatsapp,6215000,4.45,64.42,1.75,52925,Credit card,10.15,3.42,Laptop
Flipkart Clearance Sale in 2025,18/05/2025,Monsoon Sale,2025,,Toys,,35453,3563,4,Email,2277000,1.58,14.09,4.03,86649,Wallet,13.97,4.51,smrtphone
Flipkart Festive Sale in 2024,25/03/2024,Summer Sale,2024,6739197.99,fashon,,6291,7580,6,FACEBOOK,5426000,4.14,74.9,4.38,895080,COD,2.51,4.06,Headphones
Flipkart Winter Sale in 2021,29/08/2021,Monsoon Sale,2021,6656959.45,Home,,unknown,7694,5,Email,4483000,2.03,26.92,2.16,375381,Cash on Delivery,2.38,3.86,Laptop
Flipkart Flash Sale in 2021,10/01/2021,Winter Sale,2021,,electrnics,68.07,unknown,6065,6,Instagram,6924000,4.69,39.35,2.52,224548,COD,14.31,3.8,Laptop
Flipkart Flash Sale in 2022,21/12/2022,Clearance Sale,2022,5426341.9,,51.25,11953,3987,3,FACEBOOK,4175000,3.37,62.83,0.5,296746,Cash on Delivery,5.48,4.45,Shoes
Flipkart Monsoon Sale in 2025,27/11/2025,Flash Sale,2025,4485179.65,Books,,33777,3107,3,Flipkart App,9962000,0.14,75.06,2.4,893868,Wallet,13.05,4.75,Shoes
Flipkart GOAT Sale in 2025,23/08/2025,Flash Sale,2025,2720722.46,Electronics,21.42,10132,5881,2,Twitter,7176000,4.04,14.71,1.97,46418,COD,4.14,2.82,smrtphone
,17/04/2022,Clearance Sale,2022,609358,Fashion,28.35,5833,3614,7,Instagram,3586000,0.59,71.24,1.05,832178,Credit Card,9.96,4.56,Headphones
Flipkart Monsoon Sale in 2022,29/08/2022,Deal of the Day,2022,4021015.1,,53.21,unknown,1244,6,Email,6561000,3.69,39.29,1.97,264017,COD,4.78,4.84,Toys
Flipkart Monsoon Sale in 2022,06/11/2022,Clearance Sale,2022,8375178.99,Home,,unknown,5393,7,Flipkart App,3829000,4.27,34.76,3.36,907715,Credit card,10.4,4.43,Laptop
Flipkart Deal of the Day in 2025,05/10/2025,Deal of the Day,2025,1595458.68,Home,,unknown,6420,7,FACEBOOK,9673000,0.87,41.37,2.85,469351,Debit Card,4.25,4.6,Shoes
Flipkart Winter Sale in 2020,25/03/2020,Big Billion Days Sale,2020,,fashon,,unknown,5297,2,Facebook,,2.07,73.49,1.16,445172,paytm,5.44,3.97,Toyz
Flipkart Monsoon Sale in 2020,23/07/2020,No Cost EMI Sale,2020,1353439.07,Sports,12.14,unknown,9275,4,flipkart,3696000,3.51,31.75,3.22,576129,Wallet,8.53,4.84,Laptop
Flipkart Deal of the Day in 2020,09/09/2020,Monsoon Sale,2020,7703484.26,Home,N/A,unknown,1442,7,Facebook,1779000,4.4,22.72,2.59,262258,Wallet,9.87,2.88,book
Flipkart Deal of the Day in 2022,31/01/2022,Big Billion Days Sale,2022,9565785.24,fashon,,unknown,5385,3,FACEBOOK,4936000,4.07,32.79,3.26,920624,Debit Card,8.39,2.77,Toyz
Flipkart Clearance Sale in 2022,01/04/2022,Clearance Sale,2022,5606080.69,,N/A,8131,3139,6,Flipkart App,2690000,0.37,52.28,0.57,146095,Credit Card,4.46,2.75,Headphones
Flipkart Festive Sale in 2022,07/10/2022,Festive Sale,2022,3617984.08,Toys,N/A,21903,8763,4,Flipkart App,2285000,3.54,30.62,1.85,436109,paytm,2.87,2.87,
Flipkart Big Billion Days Sale in 2022,23/03/2022,Deal of the Day,2022,5667780.79,Toys,29.86,unknown,5420,6,Email,2854000,4.5,64.96,4.49,135820,Wallet,13.74,3.77,smrtphone
Flipkart Flash Sale in 2021,11/12/2021,Big Billion Days Sale,2021,269835.58,Sports,23.59,unknown,4183,3,flipkart,2710000,1.83,41.67,4.96,843511,Credit Card,3.87,3.44,Headphones
Flipkart Clearance Sale in 2021,2021-11-05,Big Billion Days Sale,2021,8604622.96,electrnics,51.83,unknown,2700,5,,8758000,0.65,28.79,1.18,185481,UPI,11.14,4.44,Laptop
Flipkart GOAT Sale in 2024,10/12/2024,Festive Sale,2024,,,56.16,27732,2277,7,Facebook,5734000,0.55,44.5,4.39,101987,Cash on Delivery,6.99,2.58,book
Flipkart No Cost EMI Sale in 2025,29/12/2025,Clearance Sale,2025,9181940.9,Electronics,,22326,8920,5,Whatsapp,5674000,4.98,15.62,,481226,Debit Card,6.26,3.13,book
Flipkart Winter Sale in 2021,29/09/2021,Flash Sale,2021,9301968.13,,N/A,19954,7573,1,flipkart,8006000,3.83,19.39,4.08,326029,UPI,6.82,4.52,book
Flipkart Winter Sale in 2022,08/05/2022,Clearance Sale,2022,3002745.49,Books,,unknown,8445,7,FACEBOOK,6720000,2.62,35.6,0.87,177339,Debit Card,12.22,4.07,Perfume
Flipkart Monsoon Sale in 2024,31/05/2024,Deal of the Day,2024,5975091.09,fashon,26.83,30616,704,3,FACEBOOK,8404000,1.44,67.17,4.78,733631,COD,9.61,4.51,Smartphone
Flipkart GOAT Sale in 2025,02/07/2025,Summer Sale,2025,1582945.99,,,1839,5047,4,Email,2416000,3.99,61.21,4.3,456654,Debit Card,11.98,4.57,Laptop
Flipkart Clearance Sale in 2020,30/07/2020,Summer Sale,2020,9681784.83,Groceries,N/A,unknown,1744,5,Flipkart App,9469000,4.57,51.26,3.44,36254,paytm,8.51,3.97,Toyz
Flipkart Festive Sale in 2025,21/03/2025,,2025,310261.05,Toys,N/A,21507,8310,4,FACEBOOK,8840000,2.11,59.81,3.6,582204,Credit card,,3.24,Smartphone
Flipkart Flash Sale in 2022,20/05/2022,Summer Sale,2022,768281.14,Groceries,N/A,unknown,8605,6,Twitter,525000,4.13,28.83,4.49,432708,UPI,6.46,4.51,Perfume
Flipkart Winter Sale in 2021,05/08/2021,Winter Sale,2021,1903420.84,,N/A,16613,9513,2,Facebook,8402000,0.32,76.84,3.58,184999,Credit Card,11.89,4.98,Toys
Flipkart Festive Sale in 2023,06/03/2023,Flash Sale,2023,4170745.58,Sports,68.61,unknown,4373,2,Flipkart App,1063000,1.32,24.93,0.87,368351,paytm,10.13,2.79,Toyz
Flipkart Monsoon Sale in 2020,09/10/2020,Winter Sale,2020,3044980.39,electrnics,19.15,43920,3003,3,Instagram,8804000,3.15,45.3,3.28,21403,UPI,9.26,3.03,Laptop
Flipkart No Cost EMI Sale in 2023,01/09/2023,Deal of the Day,2023,7166140.43,Electronics,30.51,unknown,2387,5,Twitter,6301000,2.61,35.27,1.64,185564,Wallet,9.34,4.32,Toys
Flipkart Summer Sale in 2023,01/01/2023,Summer Sale,2023,946026.99,Books,N/A,41039,3035,5,Instagram,584000,4.2,67.98,0.98,750555,paytm,6.63,2.72,Books
Flipkart Flash Sale in 2022,30/05/2022,Monsoon Sale,2022,6366119.05,Electronics,21.23,unknown,3130,7,Instagram,9427000,1.75,49.15,0.66,322219,COD,8.19,4.8,Smartphone
Flipkart Flash Sale in 2020,2020-10-28,GOAT Sale,2020,3274015.85,Fashion,,8240,544,4,Email,1733000,3.1,19.9,3.97,888728,Credit Card,7.78,3,Toys
Flipkart No Cost EMI Sale in 2021,24/11/2021,,2021,2879985.47,Books,,unknown,9101,7,flipkart,1872000,4.98,22.82,3.71,106467,paytm,9.51,2.53,Headphones
